path,author_id,work_id,seq,text_filename
cards/000042/files/43570_ruby_23744.zip,000042,43570,23744,hanashino_tane.txt
cards/001153/files/43571_txt_23431.zip,001153,43571,23431,planck_sensei.txt
cards/001095/files/43572_txt_21560.zip,001095,43572,21560,meijikaika_ango_kojo.txt
cards/000035/files/43573_ruby_17862.zip,000035,43573,17862,shunchu.txt
cards/000082/files/43574_ruby_18823.zip,000082,43574,18823,kisono_tabibito.txt
cards/000082/files/43575_ruby_18824.zip,000082,43575,18824,suika.txt
cards/000082/files/43576_ruby_18790.zip,000082,43576,18790,hakuhatsuki.txt
cards/000082/files/43577_ruby_18791.zip,000082,43577,18791,hyakumonogatari.txt
cards/000082/files/43578_ruby_18793.zip,000082,43578,18793,yoba.txt
cards/001154/files/43579_ruby_17329.zip,001154,43579,17329,tokeito_stick.txt
cards/001154/files/43580_ruby_17331.zip,001154,43580,17331,butaino_kotoba.txt
cards/001154/files/43581_txt_17343.zip,001154,43581,17343,hogenni_tsuite.txt
cards/001154/files/43582_ruby_17333.zip,001154,43582,17333,monoyu_jutsu.txt
cards/000606/files/43583_ruby_16714.zip,000606,43583,16714,zabonno_hanano_sakukoro.txt
cards/000255/files/43584_ruby_17063.zip,000255,43584,17063,akagoshi_kuroemon.txt
cards/000255/files/43585_ruby_17101.zip,000255,43585,17101,amakusa_shirono_yojutsu.txt
cards/000255/files/43586_ruby_17138.zip,000255,43586,17138,gako_sennin.txt
cards/000255/files/43587_ruby_17099.zip,000255,43587,17099,kubi_chodai.txt
cards/000255/files/43588_ruby_17100.zip,000255,43588,17100,chigo_hoshi.txt
cards/000160/files/43589_ruby_16806.zip,000160,43589,16806,hatsumei_kozo.txt
cards/000160/files/43590_ruby_16807.zip,000160,43590,16807,meishi_homonki.txt
cards/000606/files/43591_ruby_16918.zip,000606,43591,16918,taisho_joryu_haiku.txt
cards/000606/files/43592_ruby_16917.zip,000606,43592,16917,hikosanni_noboru.txt
cards/001154/files/43593_txt_17342.zip,001154,43593,17342,danchino_huyu.txt
cards/001154/files/43594_ruby_17328.zip,001154,43594,17328,toki_tokoro_hito.txt
cards/001154/files/43595_ruby_17330.zip,001154,43595,17330,bidan_fukin.txt
cards/001154/files/43596_ruby_50774.zip,001154,43596,50774,hakubutsushi _atogaki.txt
cards/001155/files/43598_ruby_37530.zip,001155,43598,37530,sakurano_sono.txt
cards/001156/files/43603_ruby_48015.zip,001156,43603,48015,hakubutsushi.txt
cards/000809/files/43605_ruby_29583.zip,000809,43605,29583,aijinto_enjin.txt
cards/000900/files/43606_ruby_17004.zip,000900,43606,17004,jisatsuo_kau_hanashi.txt
cards/000221/files/43607_ruby_17005.zip,000221,43607,17005,atamato_ashi.txt
cards/000125/files/43608_ruby_16999.zip,000125,43608,16999,shishiwa_shiseruni_arazu.txt
cards/000262/files/43609_ruby_17000.zip,000262,43609,17000,danbashigono_kyofu.txt
cards/001158/files/43615_ruby_29587.zip,001158,43615,29587,washino_su.txt
cards/000048/files/43617_ruby_16765.zip,000048,43617,16765,ahenno_aji.txt
cards/000305/files/43618_txt_16827.zip,000305,43618,16827,yamijiruzukai.txt
cards/000305/files/43619_ruby_16826.zip,000305,43619,16826,baseball/baseball.txt
cards/000125/files/43620_ruby_16749.zip,000125,43620,16749,masakoto_maki.txt
cards/000255/files/43621_ruby_18397.zip,000255,43621,18397,ochifurui_kaijuro.txt
cards/000255/files/43622_ruby_17995.zip,000255,43622,17995,kariforuniano_takarajima.txt
cards/001160/files/43623_txt_16740.zip,001160,43623,16740,ajinomoto.txt
cards/001161/files/43624_ruby_28995.zip,001161,43624,28995,meiji_jinbutsu_gettan_kyu.txt
cards/000255/files/43625_ruby_17139.zip,000255,43625,17139,somekichino_shubon.txt
cards/000048/files/43626_ruby_16766.zip,000048,43626,16766,jibunno_hentaishinri.txt
cards/000160/files/43627_ruby_16784.zip,000160,43627,16784,kagakushato_yomiseshonin.txt
cards/000160/files/43628_txt_16786.zip,000160,43628,16786,terada_senseito_boku.txt
cards/000160/files/43629_ruby_16788.zip,000160,43629,16788,hakudokano_koyo.txt
cards/000160/files/43630_ruby_16787.zip,000160,43630,16787,minami_taiheiyo_kagaku.txt
cards/000160/files/43631_txt_16785.zip,000160,43631,16785,kyofuni_tsuite.txt
cards/000160/files/43632_ruby_16754.zip,000160,43632,16754,saisho_ningenno_kai.txt
cards/000093/files/43634_txt_35018.zip,000093,43634,35018,hitobashirano_hanashi.txt
cards/000231/files/43635_txt_25992.zip,000231,43635,25992,fanni_tsuite.txt
cards/000231/files/43636_txt_27452.zip,000231,43636,27452,eigato_ongaku.txt
cards/000231/files/43637_ruby_27458.zip,000231,43637,27458,yoyuno_kotonado.txt
cards/000231/files/43638_txt_27457.zip,000231,43638,27457,waga_tsumano_ki.txt
cards/000231/files/43639_ruby_40640.zip,000231,43639,40640,watashino_katsudoshashin.txt
cards/000231/files/43640_txt_25990.zip,000231,43640,25990,katakanani_tsuite.txt
cards/000231/files/43641_txt_25991.zip,000231,43641,25991,camerani_kansuru_oboegaki.txt
cards/000231/files/43642_txt_27455.zip,000231,43642,27455,rene_clair_shiken.txt
cards/001153/files/43643_ruby_23430.zip,001153,43643,23430,butsurigaku_kakushin.txt
cards/001155/files/43644_ruby_29258.zip,001155,43644,29258,inuo_tsureta_okusan.txt
cards/001155/files/43645_ruby_29266.zip,001155,43645,29266,kawaii_hito.txt
cards/001157/files/43646_ruby_29127.zip,001157,43646,29127,yukino_yadori_shinkana.txt
cards/001155/files/43647_ruby_29260.zip,001155,43647,29260,jonych.txt
cards/000304/files/43648_ruby_27995.zip,000304,43648,27995,yatorakan_sami_hakase.txt
cards/000031/files/43649_ruby_28945.zip,000031,43649,28945,shikabaneo_kuu_otoko.txt
cards/001124/files/43650_ruby_17189.zip,001124,43650,17189,kofukuna_katei.txt
cards/000903/files/43651_ruby_17720.zip,000903,43651,17720,kichigai.txt
cards/000903/files/43652_ruby_17721.zip,000903,43652,17721,haka.txt
cards/000125/files/43653_ruby_17153.zip,000125,43653,17153,komo_keisei.txt
cards/000182/files/43654_ruby_21728.zip,000182,43654,21728,absence_of_mind.txt
cards/000182/files/43655_ruby_21729.zip,000182,43655,21729,aru_kyojuno_taishokuno_ji.txt
cards/000125/files/43656_ruby_24010.zip,000125,43656,24010,senkotei_habichtburg.txt
cards/001163/files/43657_txt_30076.zip,001163,43657,30076,niels_bohr.txt
cards/001153/files/43658_txt_23429.zip,001153,43658,23429,osakatoyu_tokoro.txt
cards/000255/files/43659_ruby_17827.zip,000255,43659,17827,otorino_yukue.txt
cards/000255/files/43660_ruby_17829.zip,000255,43660,17829,kohaku_chirimengumi.txt
cards/000255/files/43661_ruby_17825.zip,000255,43661,17825,san_jinnai.txt
cards/000255/files/43662_ruby_17828.zip,000255,43662,17828,dosenkai_jihen.txt
cards/000160/files/43663_ruby_18660.zip,000160,43663,18660,kagakuga_hesoo_mageta.txt
cards/000160/files/43664_ruby_16857.zip,000160,43664,16857,junengono_rajiokai.txt
cards/000160/files/43665_ruby_18662.zip,000160,43665,18662,juhachijino_ongakuyokuno.txt
cards/000160/files/43666_ruby_18666.zip,000160,43666,18666,chikyutonanno_sakushano.txt
cards/000160/files/43667_ruby_16933.zip,000160,43667,16933,anoyokara_tayorio_suru.txt
cards/000160/files/43668_txt_16858.zip,000160,43668,16858,shinreikenkyukaino_kai.txt
cards/000077/files/43669_ruby_19281.zip,000077,43669,19281,ogonno_udewa.txt
cards/001164/files/43670_ruby_18588.zip,001164,43670,18588,keizaigaku_kazei_shogenri.txt
cards/001096/files/43672_ruby_29724.zip,001096,43672,29724,kon'inno_baishaku.txt
cards/000718/files/43675_ruby_38365.zip,000718,43675,38365,jikeiroku.txt
cards/000048/files/43676_ruby_29054.zip,000048,43676,29054,majong_wo_kataru.txt
cards/000125/files/43677_ruby_32276.zip,000125,43677,32276,isshuichiya_monogatari.txt
cards/000125/files/43678_ruby_49645.zip,000125,43678,49645,jimushi.txt
cards/000125/files/43679_ruby_50056.zip,000125,43679,50056,ningyono_nazo_oiwagoroshi.txt
cards/000307/files/43681_ruby_17722.zip,000307,43681,17722,hitotsuno_etiquette.txt
cards/000307/files/43682_ruby_17754.zip,000307,43682,17754,futatabi_yamae.txt
cards/000307/files/43683_ruby_17724.zip,000307,43683,17724,peakhunting_ni_kaere.txt
cards/000156/files/43684_ruby_24734.zip,000156,43684,24734,dokubo.txt
cards/000156/files/43685_ruby_16970.zip,000156,43685,16970,hahatachi.txt
cards/000256/files/43686_ruby_24195.zip,000256,43686,24195,shunkan.txt
cards/000250/files/43688_ruby_31856.zip,000250,43688,31856,kanjin_shiwa.txt
cards/000074/files/43689_txt_18305.zip,000074,43689,18305,aozoragoni_yosete.txt
cards/000074/files/43690_txt_18303.zip,000074,43690,18303,ano_kaiso.txt
cards/000074/files/43691_txt_18306.zip,000074,43691,18306,aozorano_kotonado.txt
cards/000074/files/43692_txt_18315.zip,000074,43692,18315,shinkinto_kyozetsu.txt
cards/000074/files/43693_txt_18314.zip,000074,43693,18314,shincho_jugatsu_shinjingo.txt
cards/000074/files/43694_txt_18313.zip,000074,43694,18313,senki_bungeisensen.txt
cards/000074/files/43695_ruby_18304.zip,000074,43695,18304,aozoradojin_inshoki.txt
cards/000074/files/43696_txt_18307.zip,000074,43696,18307,asamifukashikunni_tsuite.txt
cards/000074/files/43697_txt_18312.zip,000074,43697,18312,koenkai_sonota.txt
cards/000074/files/43698_txt_18309.zip,000074,43698,18309,henshukoki_s0201.txt
cards/000074/files/43699_txt_18311.zip,000074,43699,18311,henshukoki_t1509.txt
cards/000074/files/43700_txt_18308.zip,000074,43700,18308,henshukoki_t1503.txt
cards/000074/files/43701_txt_18310.zip,000074,43701,18310,henshukoki_t1504.txt
cards/000914/files/43702_ruby_18430.zip,000914,43702,18430,nito_monogatari01.txt
cards/001163/files/43703_txt_19898.zip,001163,43703,19898,kabu_kagakukenkyusho.txt
cards/001163/files/43704_txt_20589.zip,001163,43704,20589,kokusai_gakujutsu_kaigi.txt
cards/001163/files/43705_txt_19899.zip,001163,43705,19899,kokuminno_jinkaku_kojo.txt
cards/001163/files/43706_txt_19928.zip,001163,43706,19928,nihon_saiken.txt
cards/001163/files/43707_txt_19897.zip,001163,43707,19897,unescoto_kagaku.txt
cards/001166/files/43711_txt_18177.zip,001166,43711,18177,chosa_kikan.txt
cards/001166/files/43712_txt_18178.zip,001166,43712,18178,toshokanni_ikiru_michi.txt
cards/001166/files/43713_ruby_18179.zip,001166,43713,18179,toshokanno_miraizo.txt
cards/001166/files/43714_txt_18180.zip,001166,43714,18180,nijisseikino_itadaki.txt
cards/000160/files/43718_ruby_18254.zip,000160,43718,18254,kagaku_jicho.txt
cards/000160/files/43719_ruby_18663.zip,000160,43719,18663,jinzo_monogatari.txt
cards/000250/files/43720_ruby_31854.zip,000250,43720,31854,heiko_kan'ei.txt
cards/000255/files/43721_ruby_17755.zip,000255,43721,17755,otorimono_sennintsubo.txt
cards/000255/files/43722_ruby_18013.zip,000255,43722,18013,nanbanhiwa_moriukonmaru.txt
cards/001166/files/43723_txt_18702.zip,001166,43723,18702,funshojidaino_shutsugen.txt
